filename,xmin,ymin,xmax,ymax,class,width,height
db2.jpg,184,730,343,1002,object,2272,1704
db2.jpg,1344,895,1498,1050,object,2272,1704
db2.jpg,303,1115,431,1310,object,2272,1704
db2.jpg,1492,887,1648,1049,object,2272,1704
db2.jpg,1013,114,1149,297,object,2272,1704
db2.jpg,1192,892,1338,1043,object,2272,1704
db2.jpg,273,367,503,654,object,2272,1704
db2.jpg,1576,21,1926,290,object,2272,1704
db2.jpg,1121,1137,1261,1351,object,2272,1704
db2.jpg,756,1130,863,1347,object,2272,1704
db2.jpg,1230,1441,1493,1517,object,2272,1704
db2.jpg,21,732,186,994,object,2272,1704
db2.jpg,1568,367,1921,452,object,2272,1704
db2.jpg,893,437,1058,535,object,2272,1704
db2.jpg,1063,435,1231,537,object,2272,1704
db2.jpg,913,772,1053,1030,object,2272,1704
db2.jpg,866,1125,981,1341,object,2272,1704
db2.jpg,951,1432,1221,1520,object,2272,1704
db2.jpg,422,1097,606,1321,object,2272,1704
db2.jpg,673,1414,941,1500,object,2272,1704
db2.jpg,679,1504,953,1620,object,2272,1704
db2.jpg,944,1521,1218,1637,object,2272,1704
db2.jpg,58,1367,176,1565,object,2272,1704
db2.jpg,178,1380,303,1577,object,2272,1704
db2.jpg,1556,1252,1813,1370,object,2272,1704
db2.jpg,458,1390,634,1590,object,2272,1704
db2.jpg,1212,1529,1463,1660,object,2272,1704
db2.jpg,301,1387,451,1587,object,2272,1704
db2.jpg,1289,1144,1516,1235,object,2272,1704
db2.jpg,1597,451,1943,552,object,2272,1704
db2.jpg,994,1115,1118,1350,object,2272,1704
db2.jpg,755,782,916,1020,object,2272,1704
db2.jpg,511,534,656,675,object,2272,1704
db2.jpg,28,1095,166,1295,object,2272,1704
db2.jpg,337,730,546,1015,object,2272,1704
db2.jpg,1281,1239,1528,1347,object,2272,1704
db3.jpg,1916,1035,2106,1210,object,2272,1704
db3.jpg,41,692,348,842,object,2272,1704
db3.jpg,223,1250,353,1542,object,2272,1704
db3.jpg,1571,659,1703,849,object,2272,1704
db3.jpg,1411,666,1568,857,object,2272,1704
db3.jpg,1361,1017,1673,1205,object,2272,1704
db3.jpg,178,298,651,442,object,2272,1704
db3.jpg,1706,655,1906,857,object,2272,1704
db3.jpg,1105,1277,1296,1581,object,2272,1704
db3.jpg,1908,645,2086,857,object,2272,1704
db3.jpg,51,1247,213,1513,object,2272,1704
db3.jpg,1696,1077,1916,1210,object,2272,1704
db3.jpg,203,997,436,1162,object,2272,1704
db3.jpg,2086,553,2253,842,object,2272,1704
db3.jpg,365,1265,576,1554,object,2272,1704
db3.jpg,1710,1455,1906,1591,object,2272,1704
db3.jpg,1913,1457,2096,1593,object,2272,1704
db3.jpg,1383,1427,1538,1587,object,2272,1704
db3.jpg,1541,1450,1698,1591,object,2272,1704
db3.jpg,46,962,183,1165,object,2272,1704
db3.jpg,1733,1325,1911,1447,object,2272,1704
db3.jpg,1937,1332,2081,1451,object,2272,1704
db4.jpg,176,307,346,574,object,2272,1704
db4.jpg,1136,288,1304,560,object,2272,1704
db4.jpg,344,305,538,577,object,2272,1704
db4.jpg,433,665,606,940,object,2272,1704
db4.jpg,1790,725,1928,960,object,2272,1704
db4.jpg,969,657,1148,959,object,2272,1704
db4.jpg,1599,717,1783,952,object,2272,1704
db4.jpg,806,655,971,949,object,2272,1704
db4.jpg,1696,1076,1808,1287,object,2272,1704
db4.jpg,609,662,801,940,object,2272,1704
db4.jpg,1170,657,1368,954,object,2272,1704
db4.jpg,615,1022,768,1263,object,2272,1704
db4.jpg,458,1030,618,1252,object,2272,1704
db4.jpg,931,1057,1083,1280,object,2272,1704
db4.jpg,1946,450,2143,585,object,2272,1704
db4.jpg,1541,1095,1678,1290,object,2272,1704
db4.jpg,886,1375,1023,1552,object,2272,1704
db4.jpg,1033,1372,1189,1555,object,2272,1704
db4.jpg,1959,1075,2101,1287,object,2272,1704
db4.jpg,2006,1376,2253,1455,object,2272,1704
db4.jpg,2098,780,2233,970,object,2272,1704
db4.jpg,1756,452,1941,585,object,2272,1704
db4.jpg,1765,20,1961,172,object,2272,1704
db4.jpg,1408,17,1701,162,object,2272,1704
db4.jpg,1988,22,2248,165,object,2272,1704
db4.jpg,2113,1075,2268,1292,object,2272,1704
db4.jpg,159,10,336,173,object,2272,1704
db4.jpg,1836,1075,1953,1290,object,2272,1704
db4.jpg,285,1022,448,1243,object,2272,1704
db4.jpg,1401,431,1554,575,object,2272,1704
db4.jpg,12,308,178,570,object,2272,1704
db4.jpg,1201,1378,1350,1575,object,2272,1704
db4.jpg,1086,1077,1216,1280,object,2272,1704
db4.jpg,754,1370,873,1540,object,2272,1704
db4.jpg,1421,1375,1698,1455,object,2272,1704
db4.jpg,1396,1117,1523,1287,object,2272,1704
db4.jpg,1938,732,2091,967,object,2272,1704
db4.jpg,1233,1082,1371,1290,object,2272,1704
db4.jpg,1576,438,1721,582,object,2272,1704
db4.jpg,1,1007,111,1237,object,2272,1704
db4.jpg,118,1022,273,1255,object,2272,1704
db4.jpg,773,1050,923,1275,object,2272,1704
db4.jpg,1946,325,2136,455,object,2272,1704
db4.jpg,1753,330,1943,447,object,2272,1704
db4.jpg,3,1,133,187,object,2272,1704
db4.jpg,2018,1491,2271,1582,object,2272,1704
db4.jpg,1730,1469,1998,1582,object,2272,1704
db4.jpg,190,1342,386,1521,object,2272,1704
db4.jpg,1739,1371,1981,1457,object,2272,1704
db4.jpg,46,1315,176,1501,object,2272,1704
db4.jpg,1421,1459,1716,1577,object,2272,1704
db4.jpg,93,685,271,923,object,2272,1704
db4.jpg,269,700,431,924,object,2272,1704
db5.jpg,241,10,456,265,object,2272,1704
db5.jpg,1469,808,1613,997,object,2272,1704
db5.jpg,1323,780,1448,997,object,2272,1704
db5.jpg,1367,115,1479,252,object,2272,1704
db5.jpg,75,22,229,260,object,2272,1704
db5.jpg,711,755,866,967,object,2272,1704
db5.jpg,1750,779,1873,992,object,2272,1704
db5.jpg,1921,1175,2172,1283,object,2272,1704
db5.jpg,1720,144,1880,272,object,2272,1704
db5.jpg,1661,1175,1916,1278,object,2272,1704
db5.jpg,1904,146,2056,261,object,2272,1704
db5.jpg,2160,521,2270,664,object,2272,1704
db5.jpg,2046,887,2231,995,object,2272,1704
db5.jpg,1918,1084,2159,1175,object,2272,1704
db5.jpg,1602,1364,1721,1537,object,2272,1704
db5.jpg,1464,1366,1581,1525,object,2272,1704
db5.jpg,1340,1396,1455,1532,object,2272,1704
db5.jpg,2037,762,2222,870,object,2272,1704
db5.jpg,23,737,196,957,object,2272,1704
db5.jpg,1361,1077,1629,1181,object,2272,1704
db5.jpg,1196,1345,1328,1530,object,2272,1704
db5.jpg,1066,1347,1201,1515,object,2272,1704
db5.jpg,1166,747,1313,974,object,2272,1704
db5.jpg,143,1090,326,1221,object,2272,1704
db5.jpg,1659,1082,1898,1167,object,2272,1704
db5.jpg,1537,137,1663,260,object,2272,1704
db5.jpg,2018,511,2167,686,object,2272,1704
db5.jpg,1556,397,1713,659,object,2272,1704
db5.jpg,1706,395,1873,660,object,2272,1704
db5.jpg,908,365,1092,645,object,2272,1704
db5.jpg,956,1072,1123,1267,object,2272,1704
db5.jpg,1108,389,1281,652,object,2272,1704
db5.jpg,513,368,717,635,object,2272,1704
db5.jpg,1616,781,1748,990,object,2272,1704
db5.jpg,726,354,887,645,object,2272,1704
db5.jpg,338,360,513,637,object,2272,1704
db5.jpg,676,1071,830,1250,object,2272,1704
db5.jpg,832,1084,953,1270,object,2272,1704
db5.jpg,864,740,1011,960,object,2272,1704
db5.jpg,1040,747,1166,971,object,2272,1704
db5.jpg,1873,509,2011,649,object,2272,1704
db5.jpg,528,740,688,967,object,2272,1704
db5.jpg,1355,1171,1623,1275,object,2272,1704
db5.jpg,13,355,198,637,object,2272,1704
db5.jpg,1875,772,2036,1012,object,2272,1704
db5.jpg,212,365,348,629,object,2272,1704
db5.jpg,198,750,377,952,object,2272,1704
db5.jpg,1128,1062,1293,1269,object,2272,1704
db5.jpg,373,748,537,970,object,2272,1704
db6.jpg,1143,134,1681,292,object,2272,1704
db6.jpg,1200,905,1409,1094,object,2272,1704
db6.jpg,1158,1262,1338,1572,object,2272,1704
db6.jpg,343,1267,546,1560,object,2272,1704
db6.jpg,113,1268,333,1567,object,2272,1704
db6.jpg,721,914,845,1177,object,2272,1704
db6.jpg,1014,897,1154,1159,object,2272,1704
db6.jpg,995,617,1190,765,object,2272,1704
db6.jpg,652,594,812,767,object,2272,1704
db6.jpg,183,881,348,1160,object,2272,1704
db6.jpg,161,105,333,307,object,2272,1704
db6.jpg,2135,139,2252,257,object,2272,1704
db6.jpg,1333,1265,1531,1582,object,2272,1704
db6.jpg,963,1260,1153,1582,object,2272,1704
db6.jpg,346,157,498,317,object,2272,1704
db6.jpg,516,165,708,310,object,2272,1704
db6.jpg,713,187,1053,300,object,2272,1704
db6.jpg,812,582,962,762,object,2272,1704
db6.jpg,452,582,619,770,object,2272,1704
db6.jpg,269,587,447,762,object,2272,1704
db6.jpg,152,605,262,767,object,2272,1704
db6.jpg,12,432,262,582,object,2272,1704
db7.jpg,1814,1497,1986,1702,object,2272,1704
db7.jpg,679,1527,878,1698,object,2272,1704
db7.jpg,2136,1507,2268,1702,object,2272,1704
db7.jpg,1103,1537,1311,1704,object,2272,1704
db7.jpg,1987,1505,2131,1699,object,2272,1704
db7.jpg,137,1500,391,1700,object,2272,1704
db7.jpg,1318,1537,1488,1704,object,2272,1704
db7.jpg,496,1520,692,1702,object,2272,1704
db7.jpg,746,27,903,220,object,2272,1704
db7.jpg,1,1490,132,1694,object,2272,1704
db7.jpg,1652,1525,1803,1704,object,2272,1704
db7.jpg,181,20,366,200,object,2272,1704
db7.jpg,358,27,513,237,object,2272,1704
db7.jpg,1941,1134,2074,1416,object,2272,1704
db7.jpg,2021,725,2271,1020,object,2272,1704
db7.jpg,196,1142,383,1367,object,2272,1704
db7.jpg,27,27,174,222,object,2272,1704
db7.jpg,904,1520,1098,1696,object,2272,1704
db7.jpg,91,400,318,637,object,2272,1704
db7.jpg,1492,1520,1648,1702,object,2272,1704
db7.jpg,557,53,736,230,object,2272,1704
db7.jpg,1120,365,1334,613,object,2272,1704
db7.jpg,2101,1154,2278,1349,object,2272,1704
db7.jpg,1358,1169,1499,1427,object,2272,1704
db7.jpg,1752,1142,1905,1418,object,2272,1704
db7.jpg,1165,1166,1301,1408,object,2272,1704
db7.jpg,276,735,533,1042,object,2272,1704
db7.jpg,1094,695,1276,1032,object,2272,1704
db7.jpg,1268,720,1461,1032,object,2272,1704
db7.jpg,1535,1162,1697,1405,object,2272,1704
db7.jpg,66,737,276,1056,object,2272,1704
db7.jpg,899,22,1136,227,object,2272,1704
db7.jpg,393,1150,711,1420,object,2272,1704
db7.jpg,937,1218,1129,1403,object,2272,1704
db7.jpg,603,365,838,625,object,2272,1704
db7.jpg,883,732,1098,1042,object,2272,1704
db7.jpg,901,322,1123,605,object,2272,1704
db8.jpg,1238,4,1436,270,object,2272,1704
db8.jpg,1,12,146,292,object,2272,1704
db8.jpg,108,1416,221,1615,object,2272,1704
db8.jpg,811,17,1061,280,object,2272,1704
db8.jpg,1107,1123,1246,1347,object,2272,1704
db8.jpg,2071,793,2236,1070,object,2272,1704
db8.jpg,1982,1117,2161,1310,object,2272,1704
db8.jpg,2093,384,2268,694,object,2272,1704
db8.jpg,175,422,328,703,object,2272,1704
db8.jpg,1989,1413,2138,1587,object,2272,1704
db8.jpg,481,1500,626,1595,object,2272,1704
db8.jpg,2134,1403,2248,1582,object,2272,1704
db8.jpg,9,1386,95,1609,object,2272,1704
db8.jpg,153,15,426,297,object,2272,1704
db8.jpg,2078,20,2248,282,object,2272,1704
db8.jpg,3,1122,151,1320,object,2272,1704
db8.jpg,218,1412,346,1595,object,2272,1704
db8.jpg,1841,1412,1998,1580,object,2272,1704
db8.jpg,371,1425,481,1627,object,2272,1704
db8.jpg,436,1415,591,1490,object,2272,1704
db8.jpg,892,1157,1101,1342,object,2272,1704
db8.jpg,655,1465,746,1585,object,2272,1704
db8.jpg,1932,802,2083,1042,object,2272,1704
db8.jpg,875,410,1083,698,object,2272,1704
db8.jpg,1433,798,1601,1050,object,2272,1704
db8.jpg,156,1143,277,1326,object,2272,1704
db8.jpg,626,808,812,1062,object,2272,1704
db8.jpg,383,406,566,699,object,2272,1704
db8.jpg,1631,813,1778,1045,object,2272,1704
db8.jpg,836,791,1058,1057,object,2272,1704
db8.jpg,1882,394,2051,678,object,2272,1704
db8.jpg,411,802,636,1050,object,2272,1704
db8.jpg,1053,793,1235,1065,object,2272,1704
db8.jpg,1089,380,1268,698,object,2272,1704
db8.jpg,1243,794,1420,1045,object,2272,1704
db8.jpg,1700,410,1856,672,object,2272,1704
db8.jpg,1792,813,1946,1042,object,2272,1704
db8.jpg,1280,380,1471,701,object,2272,1704
db8.jpg,737,1146,866,1327,object,2272,1704
db8.jpg,93,791,302,1037,object,2272,1704
db8.jpg,1688,1130,1823,1325,object,2272,1704
db8.jpg,601,1148,727,1330,object,2272,1704
db8.jpg,1516,1130,1706,1325,object,2272,1704
db8.jpg,1816,1114,1993,1322,object,2272,1704
db8.jpg,1056,10,1231,282,object,2272,1704
db8.jpg,1487,377,1671,706,object,2272,1704
db8.jpg,466,1142,577,1324,object,2272,1704
db8.jpg,318,1133,434,1317,object,2272,1704
db9.jpg,1556,1612,1700,1704,object,2272,1704
db9.jpg,2032,1563,2144,1714,object,2272,1704
db9.jpg,648,732,893,857,object,2272,1704
db9.jpg,934,280,1096,505,object,2272,1704
db9.jpg,1111,322,1218,497,object,2272,1704
db9.jpg,1414,410,1618,495,object,2272,1704
db9.jpg,968,587,1168,712,object,2272,1704
db9.jpg,1181,1580,1313,1704,object,2272,1704
db9.jpg,1873,1577,2024,1704,object,2272,1704
db9.jpg,378,1582,621,1704,object,2272,1704
db9.jpg,1732,1268,1837,1488,object,2272,1704
db9.jpg,896,1585,1015,1699,object,2272,1704
db9.jpg,403,580,676,700,object,2272,1704
db9.jpg,716,587,916,700,object,2272,1704
db9.jpg,934,975,1077,1162,object,2272,1704
db9.jpg,1726,1600,1875,1704,object,2272,1704
db9.jpg,1297,712,1541,836,object,2272,1704
db9.jpg,1231,337,1380,491,object,2272,1704
db9.jpg,815,950,929,1091,object,2272,1704
db9.jpg,887,1263,1033,1461,object,2272,1704
db9.jpg,1743,373,2050,507,object,2272,1704
db9.jpg,1070,1255,1230,1471,object,2272,1704
db9.jpg,1585,1284,1709,1483,object,2272,1704
db9.jpg,315,962,452,1121,object,2272,1704
db9.jpg,637,963,787,1120,object,2272,1704
db9.jpg,1777,981,1883,1128,object,2272,1704
db9.jpg,1863,1268,1971,1457,object,2272,1704
db9.jpg,487,960,597,1122,object,2272,1704
db9.jpg,346,1295,569,1467,object,2272,1704
db9.jpg,1609,973,1738,1142,object,2272,1704
db9.jpg,378,241,717,479,object,2272,1704
db9.jpg,1586,703,1711,852,object,2272,1704
db9.jpg,1372,994,1550,1163,object,2272,1704
db9.jpg,366,713,591,862,object,2272,1704
db9.jpg,977,725,1216,865,object,2272,1704
db9.jpg,673,1287,863,1479,object,2272,1704
db10.jpg,2158,919,2272,1160,object,2272,1704
db10.jpg,918,299,1087,510,object,2272,1704
db10.jpg,1823,1228,1958,1442,object,2272,1704
db10.jpg,1963,1232,2101,1435,object,2272,1704
db10.jpg,2098,1230,2249,1437,object,2272,1704
db10.jpg,1876,923,1998,1157,object,2272,1704
db10.jpg,1336,1239,1502,1452,object,2272,1704
db10.jpg,1363,1537,1487,1694,object,2272,1704
db10.jpg,1125,1530,1234,1703,object,2272,1704
db10.jpg,992,1529,1103,1687,object,2272,1704
db10.jpg,1253,1532,1363,1692,object,2272,1704
db10.jpg,1993,1528,2154,1692,object,2272,1704
db10.jpg,1522,1551,1671,1704,object,2272,1704
db10.jpg,1517,1239,1667,1448,object,2272,1704
db10.jpg,1678,1232,1818,1448,object,2272,1704
db10.jpg,379,1512,489,1692,object,2272,1704
db10.jpg,849,1528,982,1695,object,2272,1704
db10.jpg,2163,1529,2279,1695,object,2272,1704
db10.jpg,500,1515,591,1703,object,2272,1704
db10.jpg,1736,283,1925,515,object,2272,1704
db10.jpg,900,14,1027,190,object,2272,1704
db10.jpg,1034,6,1169,194,object,2272,1704
db10.jpg,865,592,1043,848,object,2272,1704
db10.jpg,574,23,887,181,object,2272,1704
db10.jpg,440,1221,591,1403,object,2272,1704
db10.jpg,1608,58,1741,188,object,2272,1704
db10.jpg,1176,59,1303,185,object,2272,1704
db10.jpg,1570,278,1745,499,object,2272,1704
db10.jpg,782,265,920,430,object,2272,1704
db10.jpg,1708,583,1840,832,object,2272,1704
db10.jpg,1734,930,1867,1155,object,2272,1704
db10.jpg,1054,581,1231,845,object,2272,1704
db10.jpg,1843,585,2016,839,object,2272,1704
db10.jpg,1514,595,1708,841,object,2272,1704
db10.jpg,889,1234,1038,1448,object,2272,1704
db10.jpg,618,630,853,848,object,2272,1704
db10.jpg,687,1234,878,1438,object,2272,1704
db10.jpg,2000,912,2156,1154,object,2272,1704
db10.jpg,1147,1237,1323,1446,object,2272,1704
db10.jpg,363,930,628,1145,object,2272,1704
db10.jpg,238,312,416,492,object,2272,1704
db10.jpg,1516,932,1723,1154,object,2272,1704
db10.jpg,307,635,549,848,object,2272,1704
db10.jpg,1160,923,1333,1163,object,2272,1704
db10.jpg,427,305,556,491,object,2272,1704
db10.jpg,1338,332,1491,515,object,2272,1704
db10.jpg,1309,47,1546,178,object,2272,1704
db10.jpg,287,35,566,186,object,2272,1704
db10.jpg,576,275,774,499,object,2272,1704
db11.jpg,380,1000,483,1190,object,2272,1704
db11.jpg,1971,1018,2131,1183,object,2272,1704
db11.jpg,1326,722,1476,930,object,2272,1704
db11.jpg,849,37,1014,299,object,2272,1704
db11.jpg,1027,43,1225,303,object,2272,1704
db11.jpg,1666,728,1811,928,object,2272,1704
db11.jpg,1869,27,2034,303,object,2272,1704
db11.jpg,963,1003,1094,1197,object,2272,1704
db11.jpg,1246,1278,1363,1445,object,2272,1704
db11.jpg,599,101,823,306,object,2272,1704
db11.jpg,1105,1005,1222,1195,object,2272,1704
db11.jpg,1544,463,1718,632,object,2272,1704
db11.jpg,693,693,842,930,object,2272,1704
db11.jpg,1163,386,1316,651,object,2272,1704
db11.jpg,867,712,1011,930,object,2272,1704
db11.jpg,1152,723,1303,925,object,2272,1704
db11.jpg,1725,22,1863,294,object,2272,1704
db11.jpg,374,476,597,618,object,2272,1704
db11.jpg,1731,412,1860,641,object,2272,1704
db11.jpg,1223,1004,1362,1194,object,2272,1704
db11.jpg,1505,1016,1660,1190,object,2272,1704
db11.jpg,2102,745,2242,926,object,2272,1704
db11.jpg,1510,32,1720,297,object,2272,1704
db11.jpg,1698,1265,1858,1360,object,2272,1704
db11.jpg,885,395,1009,639,object,2272,1704
db11.jpg,727,1014,838,1190,object,2272,1704
db11.jpg,607,1001,720,1195,object,2272,1704
db11.jpg,543,1328,647,1441,object,2272,1704
db11.jpg,660,1263,778,1359,object,2272,1704
db11.jpg,795,1274,893,1441,object,2272,1704
db11.jpg,1029,1315,1126,1466,object,2272,1704
db11.jpg,904,1281,1007,1449,object,2272,1704
db11.jpg,1507,733,1645,932,object,2272,1704
db11.jpg,2167,411,2272,635,object,2272,1704
db11.jpg,2133,1021,2242,1179,object,2272,1704
db11.jpg,1875,424,2009,646,object,2272,1704
db11.jpg,443,698,569,901,object,2272,1704
db11.jpg,1122,1357,1233,1446,object,2272,1704
db11.jpg,842,1009,962,1199,object,2272,1704
db11.jpg,494,1002,587,1183,object,2272,1704
db11.jpg,665,1365,765,1437,object,2272,1704
db11.jpg,1367,1011,1476,1197,object,2272,1704
db11.jpg,268,127,522,317,object,2272,1704
db11.jpg,2013,386,2162,641,object,2272,1704
db11.jpg,429,1270,533,1446,object,2272,1704
db11.jpg,1825,731,1960,935,object,2272,1704
db11.jpg,1960,740,2085,919,object,2272,1704
db12.jpg,5,1371,123,1697,object,2272,1704
db12.jpg,1951,1342,2115,1662,object,2272,1704
db12.jpg,6,997,211,1277,object,2272,1704
db12.jpg,8,575,128,892,object,2272,1704
db12.jpg,1,195,121,447,object,2272,1704
db12.jpg,1337,993,1541,1267,object,2272,1704
db12.jpg,1085,992,1323,1270,object,2272,1704
db12.jpg,1311,585,1531,915,object,2272,1704
db12.jpg,1539,554,1713,927,object,2272,1704
db12.jpg,261,982,593,1277,object,2272,1704
db12.jpg,376,537,628,912,object,2272,1704
db12.jpg,604,1005,801,1272,object,2272,1704
db12.jpg,804,993,1028,1272,object,2272,1704
db12.jpg,1760,1002,1946,1245,object,2272,1704
db12.jpg,1051,590,1306,915,object,2272,1704
db12.jpg,1940,592,2175,910,object,2272,1704
db12.jpg,136,565,368,887,object,2272,1704
db12.jpg,106,227,408,445,object,2272,1704
db12.jpg,1748,1345,1943,1677,object,2272,1704
db12.jpg,130,1379,363,1697,object,2272,1704
db12.jpg,369,1415,581,1704,object,2272,1704
db12.jpg,581,1417,776,1704,object,2272,1704
db12.jpg,951,1365,1166,1695,object,2272,1704
db12.jpg,1171,1370,1338,1697,object,2272,1704
db12.jpg,782,1393,943,1704,object,2272,1704
db12.jpg,1348,1362,1521,1704,object,2272,1704
db12.jpg,1723,557,1926,925,object,2272,1704
db12.jpg,1228,222,1591,490,object,2272,1704
db12.jpg,1550,997,1753,1252,object,2272,1704
db12.jpg,1953,1001,2156,1242,object,2272,1704
db12.jpg,1533,1370,1736,1690,object,2272,1704
db12.jpg,633,575,901,917,object,2272,1704
db13.jpg,1516,1065,1703,1355,object,2272,1704
db13.jpg,1356,1077,1511,1370,object,2272,1704
db13.jpg,1155,1077,1353,1370,object,2272,1704
db13.jpg,988,1087,1146,1387,object,2272,1704
db13.jpg,383,1122,608,1425,object,2272,1704
db13.jpg,623,1117,786,1407,object,2272,1704
db13.jpg,178,1142,368,1430,object,2272,1704
db13.jpg,1718,1052,1863,1345,object,2272,1704
db13.jpg,1,1146,176,1435,object,2272,1704
db13.jpg,798,1100,978,1395,object,2272,1704
db13.jpg,1881,1040,2046,1325,object,2272,1704
db13.jpg,1331,1457,1493,1687,object,2272,1704
db13.jpg,263,1517,426,1702,object,2272,1704
db13.jpg,428,1515,625,1704,object,2272,1704
db13.jpg,648,1487,815,1704,object,2272,1704
db13.jpg,821,1472,965,1704,object,2272,1704
db13.jpg,968,1475,1154,1704,object,2272,1704
db13.jpg,1153,1467,1331,1697,object,2272,1704
db13.jpg,1493,1437,1696,1697,object,2272,1704
db13.jpg,1701,1412,1856,1655,object,2272,1704
db13.jpg,1871,1412,2048,1650,object,2272,1704
db13.jpg,1893,632,2103,947,object,2272,1704
db13.jpg,37,1517,261,1704,object,2272,1704
db13.jpg,1693,642,1866,962,object,2272,1704
db13.jpg,721,687,896,1010,object,2272,1704
db13.jpg,1304,650,1496,987,object,2272,1704
db13.jpg,7,1,261,222,object,2272,1704
db13.jpg,1506,642,1673,977,object,2272,1704
db13.jpg,268,1,531,220,object,2272,1704
db13.jpg,543,1,826,210,object,2272,1704
db13.jpg,983,1,1241,192,object,2272,1704
db13.jpg,1261,1,1516,190,object,2272,1704
db13.jpg,1523,1,1726,182,object,2272,1704
db13.jpg,1738,1,1916,180,object,2272,1704
db13.jpg,173,292,511,627,object,2272,1704
db13.jpg,516,297,728,610,object,2272,1704
db13.jpg,741,272,981,600,object,2272,1704
db13.jpg,1926,1,2143,182,object,2272,1704
db13.jpg,1254,265,1466,575,object,2272,1704
db13.jpg,1111,665,1303,995,object,2272,1704
db13.jpg,1021,280,1243,587,object,2272,1704
db13.jpg,553,695,716,1027,object,2272,1704
db13.jpg,326,702,548,1050,object,2272,1704
db13.jpg,98,700,326,1050,object,2272,1704
db13.jpg,908,662,1101,1005,object,2272,1704
db13.jpg,1885,270,2108,545,object,2272,1704
db13.jpg,1675,268,1873,560,object,2272,1704
db13.jpg,1486,270,1668,567,object,2272,1704
db13.jpg,1,730,98,1047,object,2272,1704
db14.jpg,1999,832,2158,1064,object,2272,1704
db14.jpg,1148,1222,1325,1404,object,2272,1704
db14.jpg,945,890,1101,1125,object,2272,1704
db14.jpg,1878,1,2113,352,object,2272,1704
db14.jpg,183,67,401,420,object,2272,1704
db14.jpg,283,1225,488,1465,object,2272,1704
db14.jpg,852,1227,1001,1425,object,2272,1704
db14.jpg,161,928,353,1162,object,2272,1704
db14.jpg,1,935,166,1182,object,2272,1704
db14.jpg,1841,837,1981,1082,object,2272,1704
db14.jpg,3,1595,88,1704,object,2272,1704
db14.jpg,1965,1135,2133,1350,object,2272,1704
db14.jpg,1330,1246,1464,1392,object,2272,1704
db14.jpg,283,1532,518,1704,object,2272,1704
db14.jpg,1007,1220,1148,1413,object,2272,1704
db14.jpg,494,1245,653,1463,object,2272,1704
db14.jpg,1811,1225,1962,1354,object,2272,1704
db14.jpg,1,62,183,445,object,2272,1704
db14.jpg,2077,12,2272,342,object,2272,1704
db14.jpg,98,1590,273,1704,object,2272,1704
db14.jpg,358,923,546,1160,object,2272,1704
db14.jpg,2050,445,2241,716,object,2272,1704
db14.jpg,728,911,941,1135,object,2272,1704
db14.jpg,1100,860,1278,1123,object,2272,1704
db14.jpg,61,517,276,840,object,2272,1704
db14.jpg,669,1217,841,1448,object,2272,1704
db14.jpg,1303,472,1503,760,object,2272,1704
db14.jpg,1456,857,1638,1087,object,2272,1704
